id;meta_id;codigo;titulo;descricao;compoe_indicador_meta;status
248;66;66.b;"Realizar inventários de monitoramento da fauna silvestre;";NULL;NULL;NULL
249;66;66.c;"Desenvolver Manual Técnico da Cidade Amiga da Fauna.;";NULL;NULL;NULL
250;66;66.d;Publicar anualmente lista de fauna da cidade.;NULL;NULL;NULL
251;67;67.a;"Formar grupo de trabalho entre Prefeitura de São Paulo e Governo do Estado de São Paulo com o objetivo de desenvolver modelagem para monitoramento da carga orgânica;";NULL;NULL;NULL
252;67;67.b;"Realizar a fiscalização integrada das áreas verdes para estancar novas ocupações irregulares e preservar faixa mínima entre as ocupações irregulares e a linha d´água dos mananciais (parques lineares);";NULL;NULL;NULL
253;67;67.c;"Implementar programas de saneamento (redes de água de coleta) e tratamento de cargas difusas;";NULL;NULL;NULL
254;67;67.d;"Realizar serviços de drenagem de águas pluviais e de córregos;";NULL;NULL;NULL
255;68;68.a;"Reduzir em 25% a emissão estimada de óxidos de nitrogênio pelo sistema de transporte público municipal;";NULL;NULL;NULL
256;68;68.b;"Reduzir em 40% a emissão estimada de material particulado pelo sistema de transporte público municipal;";NULL;NULL;NULL
257;68;68.c;"Reduzir em 12% a emissão estimada de dióxido de carbono pelo sistema de transporte público municipal;";NULL;NULL;NULL
258;68;68.d;"Publicar três versões do inventário de emissões e remoções antrópicas de gases de efeito estufa;";NULL;NULL;NULL
259;68;68.e;Publicar relatórios técnicos anuais sobre a implementação do Plano de Ação Climática de São Paulo (PlanClima-SP).;NULL;NULL;NULL
260;69;69.a;"Implantar 40 novos Ecopontos;";NULL;NULL;NULL
261;69;69.b;"Permitir o recolhimento de quatro outros tipos de resíduos na rede de Ecopontos;";NULL;NULL;NULL
262;69;69.c;"Implementar Ecopontos Móveis de grande e pequeno porte;";NULL;NULL;NULL
263;69;69.d;"Eliminar 900 pontos viciados de descarte ilegal de lixo na cidade;";NULL;NULL;NULL
264;69;69.e;"Implantar 3.000 novos Pontos de Entregas Voluntárias (PEVs)de material reciclável;";NULL;NULL;NULL
265;69;69.f;"Implantar três novos pátios de compostagem e ampliar os projetos de compostagem doméstica;";NULL;NULL;NULL
266;69;69.g;"Integrar 5.000 catadores ao programa de melhoria de zeladoria e limpeza;";NULL;NULL;NULL
267;69;69.h;"Atingir 600 feiras livres com o Projeto de Compostagem;";NULL;NULL;NULL
268;69;69.i;"Regulamentar lei específica que verse sobre o fornecimento de plásticos de uso único e promover campanhas de conscientização sobre o tema;";NULL;NULL;NULL
269;69;69.j;Buscar novas tecnologias para destinação adequada dos resíduos sólidos.;NULL;NULL;NULL
270;70;70.a;"Captar, por meio de parcerias internacionais, recursos para as políticas públicas municipais;";NULL;NULL;NULL
271;70;70.b;"Assinar acordos e compromissos internacionais alinhados diretamente aos Objetivos de Desenvolvimento Sustentável (ODS) da Agenda 2030, da ONU;";NULL;NULL;NULL
272;70;70.c;"Estabelecer parcerias com foco na preservação do meio ambiente, sobretudo, no que se refere às mudanças climáticas e economia circular;";NULL;NULL;NULL
273;70;70.d;"Estabelecer parcerias internacionais com foco no avanço das políticas municipais de saneamento básico;";NULL;NULL;NULL
274;70;70.e;"Estabelecer parcerias internacionais com foco em melhoria da infraestrutura rural e na promoção da segurança alimentar;";NULL;NULL;NULL
275;70;70.f;"Estabelecer parcerias internacionais com foco nos temas de economia criativa, tecnologia e inovação;";NULL;NULL;NULL
276;70;70.g;"Realizar campanhas de comunicação que promovam a cidade de São Paulo e suas políticas;";NULL;NULL;NULL
277;70;70.h;"Realizar missões internacionais e participar de eventos promovidos por redes de cidades e instituições do Sistema ONU;";NULL;NULL;NULL
278;70;70.i;"Realizar eventos internacionais com foco nos temas de desenvolvimento sustentável e direitos humanos;";NULL;NULL;NULL
279;70;70.j;"Apresentar relatórios internacionais referentes às iniciativas e políticas públicas da cidade de São Paulo que contribuam para a efetivação das agendas globais;";NULL;NULL;NULL
280;70;70.k;"Captar, por meio de parcerias internacionais, recursos para as políticas públicas municipais;";NULL;NULL;NULL
281;71;71.a;Implementar 60% do Plano de Turismo Municipal - Perspectiva 2030.;NULL;NULL;NULL
282;72;72.a;"Adequar o padrão de atendimento a fim de garantir excelência na prestação de serviços aos cidadãos;";NULL;NULL;NULL
283;72;72.b;"Atualizar e modernizar o parque tecnológico dos equipamentos existentes;";NULL;NULL;NULL
284;72;72.c;"Padronizar a comunicação visual para torná-la mais simples e acessível;";NULL;NULL;NULL
285;72;72.d;Realizar a adequação básica do layout físico das praças para otimização dos atendimentos.;NULL;NULL;NULL
286;73;73.a;"Estruturar projetos e acompanhar a execução das parcerias municipais com a iniciativa privada com vistas a possibilitar a ampliação do investimento nas atividades essenciais do Estado e melhorar a prestação dos serviços públicos municipais;";NULL;NULL;NULL
287;73;73.b;"Realizar ações de prospecção de novos investidores e atração de investimentos, com destaque à promoção do pacote municipal de desestatização;";NULL;NULL;NULL
288;73;73.c;"Promover rodadas de negócios, inclusive internacionais, e ampliação do número de empresas participantes do Programa de Apoio à Internacionalização de Empresas Paulistanas;";NULL;NULL;NULL
289;73;73.d;Contabilizar empregos (diretos e indiretos) gerados a partir dos negócios atraídos para a cidade de São Paulo.;NULL;NULL;NULL
290;74;74.a;"Desenvolver projeto de inovação tecnológica para aprimoramento da gestão da dívida ativa municipal e promoção de sua cobrança baseada em dados, de modo a conferir maior efetividade e eficiência na recuperação de créditos, bem como para racionalização do contencioso e adoção de medidas de desjudicialização por meio de jurimetria;";NULL;NULL;NULL
291;74;74.b;"Executar projeto de ampliação, diversificação e racionalização de instrumentos de cobrança extrajudicial da Dívida Ativa;";NULL;NULL;NULL
292;74;74.c;"Adquirir os equipamentos necessários para a instalação do Centro de Solução de Conflitos;";NULL;NULL;NULL
293;74;74.d;"Ampliar a quantidade de casos processuais e pré-processuais encaminhados para o CEJUSC da Fazenda Pública;";NULL;NULL;NULL
294;74;74.e;"Intensificar a atuação da Câmara de Prevenção e Resolução Administrativa de Conflitos;";NULL;NULL;NULL
295;74;74.f;"Criar novos mecanismos online para recebimento e solução de demandas (ODR);";NULL;NULL;NULL
296;74;74.g;Ampliar a quantidade de matérias litigiosas resolvidas por autocomposição pela Administração Municipal.;NULL;NULL;NULL
297;75;75.a;"Realizar campanha semestral de divulgação do Índice de Integridade;";NULL;NULL;NULL
298;75;75.b;"Implementar Selo CGM de Transparência e Boas Práticas de Gestão;";NULL;NULL;NULL
299;75;75.c;"Aperfeiçoar auditorias por meio da implementação da metodologia IA-CM (Modelo de Capacidade de Auditoria Interna);";NULL;NULL;NULL
300;75;75.d;"Implementar o Programa de Integridade e Boas Práticas nos órgãos da Administração Direta;";NULL;NULL;NULL
301;75;75.e;Realizar oficinas de capacitação sobre as temáticas de controle interno e de transparência ativa e passiva.;NULL;NULL;NULL
302;76;76.a;"Realizar estudos de aperfeiçoamento dos processos e criar/editar normativos necessários ao funcionamento do Portal;";NULL;NULL;NULL
303;76;76.b;"Contratar o desenvolvimento do sistema;";NULL;NULL;NULL
304;76;76.c;"Parametrizar os assuntos e elaborar cronograma para implantação;";NULL;NULL;NULL
305;76;76.d;Integrar cada procedimento ao Portal.;NULL;NULL;NULL
306;77;77.a;"Desenvolver metodologia de cadastro e classificação fiscal dos contribuintes;";NULL;NULL;NULL
307;77;77.b;"Desenvolver e implantar Sistema de Cadastro e Classificação do Contribuinte;";NULL;NULL;NULL
308;77;77.c;"Adequação normativa para a implementação da transação tributária em âmbito municipal;";NULL;NULL;NULL
309;77;77.d;Projeto de implementação de transação tributária no âmbito municipal para apoiar devedores eventuais no equacionamento de sua dívida com vistas à preservação da atividade econômica.;NULL;NULL;NULL
